Lexical Analysis Log
User: gabsjimz
File: algoritmo3.cs
Date: 14-07-2025-08h19

=== TOKENS ===
USING             'using'                        (line 1)
INCREMENT         '++'                           (line 10)
CLOSE_PAREN       ')'                            (line 10)
OPEN_BRACE        '{'                            (line 11)
IF                'if'                           (line 12)
OPEN_PAREN        '('                            (line 12)
IDENTIFIER        'array'                        (line 12)
OPEN_BRACKET      '['                            (line 12)
IDENTIFIER        'j'                            (line 12)
CLOSE_BRACKET     ']'                            (line 12)
GREATER_THAN      '>'                            (line 12)
IDENTIFIER        'array'                        (line 12)
OPEN_BRACKET      '['                            (line 12)
IDENTIFIER        'j'                            (line 12)
PLUS              '+'                            (line 12)
INTEGER           1                              (line 12)
CLOSE_BRACKET     ']'                            (line 12)
CLOSE_PAREN       ')'                            (line 12)
OPEN_BRACE        '{'                            (line 13)
INT_TYPE          'int'                          (line 14)
IDENTIFIER        'temp'                         (line 14)
ASSIGN            '='                            (line 14)
IDENTIFIER        'array'                        (line 14)
OPEN_BRACKET      '['                            (line 14)
IDENTIFIER        'j'                            (line 14)
CLOSE_BRACKET     ']'                            (line 14)
SEMICOLON         ';'                            (line 14)
IDENTIFIER        'array'                        (line 15)
OPEN_BRACKET      '['                            (line 15)
IDENTIFIER        'j'                            (line 15)
CLOSE_BRACKET     ']'                            (line 15)
ASSIGN            '='                            (line 15)
IDENTIFIER        'array'                        (line 15)
OPEN_BRACKET      '['                            (line 15)
IDENTIFIER        'j'                            (line 15)
PLUS              '+'                            (line 15)
INTEGER           1                              (line 15)
CLOSE_BRACKET     ']'                            (line 15)
SEMICOLON         ';'                            (line 15)
IDENTIFIER        'array'                        (line 16)
OPEN_BRACKET      '['                            (line 16)
IDENTIFIER        'j'                            (line 16)
PLUS              '+'                            (line 16)
INTEGER           1                              (line 16)
CLOSE_BRACKET     ']'                            (line 16)
ASSIGN            '='                            (line 16)
IDENTIFIER        'temp'                         (line 16)
SEMICOLON         ';'                            (line 16)
CLOSE_BRACE       '}'                            (line 17)
CLOSE_BRACE       '}'                            (line 18)
CLOSE_BRACE       '}'                            (line 19)
CLOSE_BRACE       '}'                            (line 20)
STATIC            'static'                       (line 25)
VOID              'void'                         (line 25)
IDENTIFIER        'Main'                         (line 25)
OPEN_PAREN        '('                            (line 25)
STRING_TYPE       'string'                       (line 25)
OPEN_BRACKET      '['                            (line 25)
CLOSE_BRACKET     ']'                            (line 25)
IDENTIFIER        'args'                         (line 25)
CLOSE_PAREN       ')'                            (line 25)
OPEN_BRACE        '{'                            (line 26)
INT_TYPE          'int'                          (line 27)
OPEN_BRACKET      '['                            (line 27)
CLOSE_BRACKET     ']'                            (line 27)
IDENTIFIER        'numbers'                      (line 27)
ASSIGN            '='                            (line 27)
OPEN_BRACE        '{'                            (line 27)
INTEGER           5                              (line 27)
COMMA             ','                            (line 27)
INTEGER           2                              (line 27)
COMMA             ','                            (line 27)
INTEGER           9                              (line 27)
COMMA             ','                            (line 27)
INTEGER           1                              (line 27)
COMMA             ','                            (line 27)
INTEGER           5                              (line 27)
COMMA             ','                            (line 27)
INTEGER           6                              (line 27)
CLOSE_BRACE       '}'                            (line 27)
SEMICOLON         ';'                            (line 27)
CONSOLE           'Console'                      (line 28)
DOT               '.'                            (line 28)
WRITELINE         'WriteLine'                    (line 28)
OPEN_PAREN        '('                            (line 28)
STRING            'Original array:'              (line 28)
CLOSE_PAREN       ')'                            (line 28)
SEMICOLON         ';'                            (line 28)
FOREACH           'foreach'                      (line 29)
OPEN_PAREN        '('                            (line 29)
INT_TYPE          'int'                          (line 29)
IDENTIFIER        'num'                          (line 29)
IN                'in'                           (line 29)
IDENTIFIER        'numbers'                      (line 29)
CLOSE_PAREN       ')'                            (line 29)
OPEN_BRACE        '{'                            (line 30)
CONSOLE           'Console'                      (line 31)
DOT               '.'                            (line 31)
WRITE             'Write'                        (line 31)
OPEN_PAREN        '('                            (line 31)
IDENTIFIER        'num'                          (line 31)
PLUS              '+'                            (line 31)
STRING            ' '                            (line 31)
CLOSE_PAREN       ')'                            (line 31)
SEMICOLON         ';'                            (line 31)
CLOSE_BRACE       '}'                            (line 32)
IDENTIFIER        'BubbleSort'                   (line 34)
OPEN_PAREN        '('                            (line 34)
IDENTIFIER        'numbers'                      (line 34)
CLOSE_PAREN       ')'                            (line 34)
SEMICOLON         ';'                            (line 34)
CONSOLE           'Console'                      (line 36)
DOT               '.'                            (line 36)
WRITELINE         'WriteLine'                    (line 36)
OPEN_PAREN        '('                            (line 36)
STRING            '\nSorted array:'              (line 36)
CLOSE_PAREN       ')'                            (line 36)
SEMICOLON         ';'                            (line 36)
FOREACH           'foreach'                      (line 37)
OPEN_PAREN        '('                            (line 37)
INT_TYPE          'int'                          (line 37)
IDENTIFIER        'num'                          (line 37)
IN                'in'                           (line 37)
IDENTIFIER        'numbers'                      (line 37)
CLOSE_PAREN       ')'                            (line 37)
OPEN_BRACE        '{'                            (line 38)
CONSOLE           'Console'                      (line 39)
DOT               '.'                            (line 39)
WRITE             'Write'                        (line 39)
OPEN_PAREN        '('                            (line 39)
IDENTIFIER        'num'                          (line 39)
PLUS              '+'                            (line 39)
STRING            ' '                            (line 39)
CLOSE_PAREN       ')'                            (line 39)
SEMICOLON         ';'                            (line 39)
CLOSE_BRACE       '}'                            (line 40)
CLOSE_BRACE       '}'                            (line 41)
CLOSE_BRACE       '}'                            (line 42)

No lexical errors detected.
