Lexical Analysis Log
User: gabsjimz
File: algoritmo3.cs
Date: 14-07-2025-08h22

=== TOKENS ===
USING             'using'                        (line 1)
INCREMENT         '++'                           (line 10)
CLOSE_PAREN       ')'                            (line 10)
OPEN_BRACE        '{'                            (line 11)
IF                'if'                           (line 12)
OPEN_PAREN        '('                            (line 12)
IDENTIFIER        'array'                        (line 12)
OPEN_BRACKET      '['                            (line 12)
IDENTIFIER        'j'                            (line 12)
CLOSE_BRACKET     ']'                            (line 12)
GREATER_THAN      '>'                            (line 12)
IDENTIFIER        'array'                        (line 12)
OPEN_BRACKET      '['                            (line 12)
IDENTIFIER        'j'                            (line 12)
PLUS              '+'                            (line 12)
INTEGER           1                              (line 12)
CLOSE_BRACKET     ']'                            (line 12)
CLOSE_PAREN       ')'                            (line 12)
OPEN_BRACE        '{'                            (line 13)
INT_TYPE          'int'                          (line 14)
IDENTIFIER        'temp'                         (line 14)
ASSIGN            '='                            (line 14)
IDENTIFIER        'array'                        (line 14)
OPEN_BRACKET      '['                            (line 14)
IDENTIFIER        'j'                            (line 14)
CLOSE_BRACKET     ']'                            (line 14)
SEMICOLON         ';'                            (line 14)
IDENTIFIER        'array'                        (line 15)
OPEN_BRACKET      '['                            (line 15)
IDENTIFIER        'j'                            (line 15)
CLOSE_BRACKET     ']'                            (line 15)
ASSIGN            '='                            (line 15)
IDENTIFIER        'array'                        (line 15)
OPEN_BRACKET      '['                            (line 15)
IDENTIFIER        'j'                            (line 15)
PLUS              '+'                            (line 15)
INTEGER           1                              (line 15)
CLOSE_BRACKET     ']'                            (line 15)
SEMICOLON         ';'                            (line 15)
IDENTIFIER        'array'                        (line 16)
OPEN_BRACKET      '['                            (line 16)
IDENTIFIER        'j'                            (line 16)
PLUS              '+'                            (line 16)
INTEGER           1                              (line 16)
CLOSE_BRACKET     ']'                            (line 16)
ASSIGN            '='                            (line 16)
IDENTIFIER        'temp'                         (line 16)
SEMICOLON         ';'                            (line 16)
CLOSE_BRACE       '}'                            (line 17)
CLOSE_BRACE       '}'                            (line 18)
CLOSE_BRACE       '}'                            (line 19)
STATIC            'static'                       (line 22)
VOID              'void'                         (line 22)
IDENTIFIER        'Main'                         (line 22)
OPEN_PAREN        '('                            (line 22)
STRING_TYPE       'string'                       (line 22)
OPEN_BRACKET      '['                            (line 22)
CLOSE_BRACKET     ']'                            (line 22)
IDENTIFIER        'args'                         (line 22)
CLOSE_PAREN       ')'                            (line 22)
OPEN_BRACE        '{'                            (line 23)
INT_TYPE          'int'                          (line 24)
OPEN_BRACKET      '['                            (line 24)
CLOSE_BRACKET     ']'                            (line 24)
IDENTIFIER        'numbers'                      (line 24)
ASSIGN            '='                            (line 24)
OPEN_BRACE        '{'                            (line 24)
INTEGER           5                              (line 24)
COMMA             ','                            (line 24)
INTEGER           2                              (line 24)
COMMA             ','                            (line 24)
INTEGER           9                              (line 24)
COMMA             ','                            (line 24)
INTEGER           1                              (line 24)
COMMA             ','                            (line 24)
INTEGER           5                              (line 24)
COMMA             ','                            (line 24)
INTEGER           6                              (line 24)
CLOSE_BRACE       '}'                            (line 24)
SEMICOLON         ';'                            (line 24)
CONSOLE           'Console'                      (line 25)
DOT               '.'                            (line 25)
WRITELINE         'WriteLine'                    (line 25)
OPEN_PAREN        '('                            (line 25)
STRING            'Original array:'              (line 25)
CLOSE_PAREN       ')'                            (line 25)
SEMICOLON         ';'                            (line 25)
FOREACH           'foreach'                      (line 26)
OPEN_PAREN        '('                            (line 26)
INT_TYPE          'int'                          (line 26)
IDENTIFIER        'num'                          (line 26)
IN                'in'                           (line 26)
IDENTIFIER        'numbers'                      (line 26)
CLOSE_PAREN       ')'                            (line 26)
OPEN_BRACE        '{'                            (line 27)
CONSOLE           'Console'                      (line 28)
DOT               '.'                            (line 28)
WRITE             'Write'                        (line 28)
OPEN_PAREN        '('                            (line 28)
IDENTIFIER        'num'                          (line 28)
PLUS              '+'                            (line 28)
STRING            ' '                            (line 28)
CLOSE_PAREN       ')'                            (line 28)
SEMICOLON         ';'                            (line 28)
CLOSE_BRACE       '}'                            (line 29)
IDENTIFIER        'BubbleSort'                   (line 31)
OPEN_PAREN        '('                            (line 31)
IDENTIFIER        'numbers'                      (line 31)
CLOSE_PAREN       ')'                            (line 31)
SEMICOLON         ';'                            (line 31)
CONSOLE           'Console'                      (line 33)
DOT               '.'                            (line 33)
WRITELINE         'WriteLine'                    (line 33)
OPEN_PAREN        '('                            (line 33)
STRING            '\nSorted array:'              (line 33)
CLOSE_PAREN       ')'                            (line 33)
SEMICOLON         ';'                            (line 33)
FOREACH           'foreach'                      (line 34)
OPEN_PAREN        '('                            (line 34)
INT_TYPE          'int'                          (line 34)
IDENTIFIER        'num'                          (line 34)
IN                'in'                           (line 34)
IDENTIFIER        'numbers'                      (line 34)
CLOSE_PAREN       ')'                            (line 34)
OPEN_BRACE        '{'                            (line 35)
CONSOLE           'Console'                      (line 36)
DOT               '.'                            (line 36)
WRITE             'Write'                        (line 36)
OPEN_PAREN        '('                            (line 36)
IDENTIFIER        'num'                          (line 36)
PLUS              '+'                            (line 36)
STRING            ' '                            (line 36)
CLOSE_PAREN       ')'                            (line 36)
SEMICOLON         ';'                            (line 36)
CLOSE_BRACE       '}'                            (line 37)
CLOSE_BRACE       '}'                            (line 38)
CLOSE_BRACE       '}'                            (line 39)

No lexical errors detected.
